"Data Source","World Development Indicators",

"Last Updated Date","2016-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"East Asia & Pacific","EAS","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.79398210092435","6.73419238916385","8.59861357393005","","","","","","","","","","","","","","","9.04456368696858","10.0664381030426","8.8738285348781","10.0945130524539","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.294606617049","29.4492914688974","","","11.9880195623767","","","","","","","","","12.5302385105392","12.2233737694795","10.3908395238124","10.9461326498654","11.8033764439728","12.1841027139282","13.1387114191132","12.7521505014599","","",
"Europe & Central Asia","ECS","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.51019805038473","8.39923767359859","8.05621033205056","7.1276802974461","6.54901998261248","6.12504455215925","6.41539869073999","6.37032372874141","5.29162591539464","5.43269915919019","5.63033478701204","5.53269992781216","5.60271352788952","5.57266014886785","5.59260752705194","5.50591985556328","5.50138605087464","5.51934293357702","5.58080551917903","5.47007814018039","5.61471376418551","5.17512459218237","5.19997225007458","5.34751463856163","5.3722240062057","5.35712604223903","5.27358473482015","","",
"Ecuador","ECU","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1818181818182","12.4627310673822","7.00298705609027","6.98027314112291","5.95701125895599","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1681745378988","13.7436131089921","9.67556113317012","10.4708988212181","10.6976958525346","11.522440087146","11.6072728449182","11.9263420917853","","","","","12.6510983689125","12.2229719663842","11.2518103587001","10.4200652252032","8.36406741337634","8.5294303415095","7.56325462380191","7.10598799606207","7.11531359644463","6.61730919579604","5.7448752557429","","","","",
"Euro area","EMU","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9151508433286","7.73052199732358","7.46225315012075","6.354160452361","5.92479308937053","5.57631174459503","5.38710879318561","4.74121837352394","4.81096689541877","4.98008962258707","5.00869959798078","5.07478691280209","5.08258743430952","4.95499258092208","4.91212927890046","4.89039635552656","4.93006568473578","4.84077277464824","4.75345343961304","4.71553592061076","4.7183804144614","4.48548297640514","4.35765162458998","4.32123073219824","4.14192007455955","4.03180967248969","3.96956545383835","","",
"Eritrea","ERI","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.13078757052222","7.62861351353224","7.43120133236921","6.71123995852873","6.12307238573226","5.52187008361313","5.63382643784015","7.55598448792526","5.0134464561649","7.62556544194503","7.76497221478307","8.51638922678771","8.56286330791618","8.37808679325544","8.09722655032721","8.16754335115329","8.04856568513826","8.18545031115183","8.02790879585308","7.95240729892165","7.71416878911274","6.28499539178483","6.96385773310686","6.73205325578743","5.52429822481644","5.63851754724927","5.7203020470296","","",
"Estonia","EST","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Military expenditure (% of central government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.0860899380843","29.5988972376885","21.3567314292536","20.7489109512714","16.3041733547352","13.2623452447946","13.4034209428452","21.8595979013398","37.8938322358871","53.211847705007","","29.7387493340571","21.4030658562523","20.5457725347645","19.0253576993908","18.6045198094676","23.8217842175728","24.2181417807572","11.5651694895529","9.7386866894065","9.06794011635981","10.3053148551591","","","","","",
