4.809999999999999831e-01,5.609999999999999432e-01,6.574999999999999734e-01,8.639999999999999902e-01,1.604999999999999982e+00,2.195500000000000007e+00
1.128012999999999932e-01,9.974969999999999670e-02,6.109470000000000178e-02,3.854640999999999762e-01,1.190036000000000010e-01,3.973580000000000167e-02
1.151245999999999936e-01,1.253912000000000082e-01,6.919319999999999637e-02,4.303567999999999838e-01,1.199391000000000068e-01,2.890329999999999983e-02
1.164474000000000065e-01,1.524507999999999974e-01,8.510439999999999672e-02,5.212474999999999747e-01,1.632442000000000060e-01,5.140990000000000143e-02
1.139402000000000054e-01,1.205896000000000051e-01,6.561670000000000003e-02,5.670271999999999535e-01,2.016473000000000015e-01,7.231590000000000240e-02
1.156544000000000044e-01,1.075157000000000057e-01,6.597949999999999648e-02,3.879765000000000019e-01,2.359687000000000034e-01,9.805350000000000177e-02
1.148292999999999953e-01,1.155527999999999972e-01,6.480560000000000487e-02,5.805943999999999550e-01,1.576096999999999915e-01,4.973640000000000005e-02
1.143017999999999951e-01,1.301995999999999987e-01,7.079439999999999344e-02,4.804947999999999997e-01,1.470055000000000112e-01,4.092429999999999679e-02
1.095676000000000011e-01,9.437990000000000268e-02,5.551180000000000003e-02,3.769000000000000128e-01,1.037358000000000030e-01,2.848140000000000047e-02
1.338085999999999998e-01,1.300474000000000074e-01,9.913260000000000127e-02,3.403925999999999896e-01,2.017017999999999867e-01,1.169111000000000039e-01
1.208044000000000062e-01,1.698290000000000077e-01,9.589440000000000464e-02,5.038960999999999579e-01,1.510112000000000121e-01,4.272129999999999678e-02
1.162940999999999975e-01,1.253197000000000061e-01,6.914960000000000551e-02,4.279545000000000154e-01,1.345743000000000078e-01,3.534349999999999992e-02
1.183099999999999985e-01,1.611274000000000040e-01,8.859340000000000270e-02,5.148466999999999905e-01,1.568270999999999971e-01,3.907050000000000106e-02
1.176740000000000008e-01,1.523838000000000137e-01,9.134810000000000152e-02,3.473022000000000054e-01,1.050103000000000009e-01,2.729869999999999866e-02
1.175678000000000001e-01,1.339847999999999872e-01,7.683009999999999839e-02,3.682102999999999904e-01,1.432577999999999907e-01,4.203019999999999673e-02
1.256707999999999992e-01,1.501763999999999877e-01,9.783060000000000367e-02,3.441897999999999902e-01,1.742787000000000086e-01,7.376639999999999586e-02
1.144770999999999983e-01,1.157751000000000058e-01,6.405779999999999808e-02,4.834780000000000189e-01,2.680056000000000105e-01,1.033165000000000056e-01
1.092679000000000011e-01,9.117450000000000554e-02,5.492629999999999735e-02,3.349631000000000136e-01,1.107908999999999977e-01,3.161230000000000290e-02
1.158306000000000058e-01,1.378871999999999876e-01,7.759979999999999656e-02,3.804497000000000018e-01,2.654491999999999963e-01,1.005120999999999931e-01
1.125300999999999940e-01,9.843499999999999472e-02,6.318609999999999505e-02,3.684926000000000035e-01,1.067738000000000020e-01,4.249370000000000230e-02
1.144796000000000008e-01,1.055788000000000004e-01,6.070260000000000239e-02,4.324232000000000076e-01,2.024941000000000102e-01,5.624470000000000164e-02
1.210899000000000003e-01,1.072425999999999935e-01,1.576336999999999877e-01,4.226624999999999965e-01,3.364600999999999842e-01,1.557854999999999934e-01
1.289763999999999911e-01,1.119523000000000046e-01,1.391539999999999999e-01,2.415877999999999914e-01,2.254589999999999927e-01,1.218512999999999957e-01
1.223742000000000024e-01,1.106290999999999941e-01,1.427193999999999963e-01,2.800637000000000265e-01,3.178991999999999929e-01,1.725936000000000137e-01
1.921829999999999927e-01,1.781889999999999863e-01,1.835450999999999888e-01,2.457065999999999972e-01,3.685090999999999783e-01,3.002692000000000139e-01
1.545516000000000112e-01,1.610786999999999913e-01,2.089882999999999880e-01,4.754903999999999797e-01,3.373252999999999946e-01,1.719639000000000029e-01
