class,Soil,Veg,Imp,TempMin,TempMed,TempMax
0,13.000000000000000,63.000000000000000,23.000000000000000,16.000000000000000,21.000000000000000,24.000000000000000
0,17.000000000000000,71.000000000000000,11.000000000000000,18.000000000000000,21.000000000000000,26.000000000000000
0,7.000000000000000,89.000000000000000,3.000000000000000,19.000000000000000,21.000000000000000,24.000000000000000
0,4.000000000000000,90.000000000000000,4.000000000000000,17.000000000000000,23.000000000000000,26.000000000000000
0,0.000000000000000,99.000000000000000,0.000000000000000,19.000000000000000,24.000000000000000,26.000000000000000
0,7.000000000000000,90.000000000000000,2.000000000000000,14.000000000000000,21.000000000000000,23.000000000000000
0,11.000000000000000,85.000000000000000,3.000000000000000,20.000000000000000,23.000000000000000,30.000000000000000
0,2.000000000000000,93.000000000000000,3.000000000000000,19.000000000000000,21.000000000000000,24.000000000000000
0,6.000000000000000,91.000000000000000,2.000000000000000,16.000000000000000,21.000000000000000,23.000000000000000
0,9.000000000000000,83.000000000000000,7.000000000000000,18.000000000000000,22.000000000000000,24.000000000000000
0,7.000000000000000,89.000000000000000,2.000000000000000,21.000000000000000,23.000000000000000,25.000000000000000
0,3.000000000000000,95.000000000000000,1.000000000000000,15.000000000000000,21.000000000000000,24.000000000000000
0,5.000000000000000,92.000000000000000,2.000000000000000,17.000000000000000,20.000000000000000,23.000000000000000
1,24.000000000000000,47.000000000000000,27.000000000000000,22.000000000000000,29.000000000000000,35.000000000000000
1,24.000000000000000,47.000000000000000,27.000000000000000,22.000000000000000,29.000000000000000,35.000000000000000
1,48.000000000000000,22.000000000000000,29.000000000000000,24.000000000000000,29.000000000000000,35.000000000000000
0,21.000000000000000,47.000000000000000,31.000000000000000,19.000000000000000,25.000000000000000,30.000000000000000
0,16.000000000000000,53.000000000000000,29.000000000000000,21.000000000000000,25.000000000000000,34.000000000000000
0,5.000000000000000,92.000000000000000,2.000000000000000,18.000000000000000,21.000000000000000,26.000000000000000
0,8.000000000000000,90.000000000000000,0.000000000000000,19.000000000000000,22.000000000000000,26.000000000000000
0,15.000000000000000,78.000000000000000,5.000000000000000,21.000000000000000,23.000000000000000,27.000000000000000
0,28.000000000000000,21.000000000000000,49.000000000000000,17.000000000000000,28.000000000000000,34.000000000000000
0,8.000000000000000,91.000000000000000,0.000000000000000,18.000000000000000,21.000000000000000,26.000000000000000
0,28.000000000000000,27.000000000000000,44.000000000000000,20.000000000000000,26.000000000000000,34.000000000000000
