class,Soil,Veg,Imp,TempMin,TempMed,TempMax
0,59.000000000000000,21.000000000000000,19.000000000000000,20.000000000000000,34.000000000000000,47.000000000000000
0,44.000000000000000,29.000000000000000,25.000000000000000,18.000000000000000,33.000000000000000,44.000000000000000
0,59.000000000000000,12.000000000000000,27.000000000000000,20.000000000000000,35.000000000000000,43.000000000000000
0,59.000000000000000,13.000000000000000,27.000000000000000,18.000000000000000,29.000000000000000,42.000000000000000
0,4.000000000000000,95.000000000000000,0.000000000000000,16.000000000000000,26.000000000000000,36.000000000000000
0,39.000000000000000,14.000000000000000,46.000000000000000,17.000000000000000,32.000000000000000,39.000000000000000
0,42.000000000000000,25.000000000000000,31.000000000000000,17.000000000000000,32.000000000000000,45.000000000000000
0,2.000000000000000,96.000000000000000,1.000000000000000,14.000000000000000,31.000000000000000,43.000000000000000
0,32.000000000000000,49.000000000000000,18.000000000000000,20.000000000000000,31.000000000000000,39.000000000000000
0,39.000000000000000,3.000000000000000,57.000000000000000,18.000000000000000,33.000000000000000,45.000000000000000
0,27.000000000000000,49.000000000000000,22.000000000000000,20.000000000000000,28.000000000000000,38.000000000000000
0,19.000000000000000,50.000000000000000,30.000000000000000,13.000000000000000,34.000000000000000,41.000000000000000
0,37.000000000000000,13.000000000000000,49.000000000000000,14.000000000000000,29.000000000000000,42.000000000000000
0,66.000000000000000,14.000000000000000,19.000000000000000,17.000000000000000,33.000000000000000,46.000000000000000
0,60.000000000000000,15.000000000000000,24.000000000000000,17.000000000000000,33.000000000000000,44.000000000000000
0,57.000000000000000,13.000000000000000,29.000000000000000,14.000000000000000,30.000000000000000,44.000000000000000
0,6.000000000000000,82.000000000000000,11.000000000000000,15.000000000000000,34.000000000000000,41.000000000000000
0,64.000000000000000,13.000000000000000,22.000000000000000,20.000000000000000,38.000000000000000,47.000000000000000
0,45.000000000000000,6.000000000000000,47.000000000000000,19.000000000000000,33.000000000000000,43.000000000000000
0,63.000000000000000,21.000000000000000,14.000000000000000,20.000000000000000,37.000000000000000,48.000000000000000
0,66.000000000000000,14.000000000000000,19.000000000000000,19.000000000000000,34.000000000000000,45.000000000000000
0,57.000000000000000,13.000000000000000,28.000000000000000,20.000000000000000,39.000000000000000,50.000000000000000
0,25.000000000000000,28.000000000000000,45.000000000000000,13.000000000000000,26.000000000000000,35.000000000000000
0,66.000000000000000,15.000000000000000,18.000000000000000,19.000000000000000,38.000000000000000,47.000000000000000
0,66.000000000000000,14.000000000000000,18.000000000000000,19.000000000000000,34.000000000000000,46.000000000000000
0,25.000000000000000,29.000000000000000,45.000000000000000,15.000000000000000,28.000000000000000,37.000000000000000
0,26.000000000000000,13.000000000000000,59.000000000000000,20.000000000000000,29.000000000000000,36.000000000000000
0,35.000000000000000,15.000000000000000,48.000000000000000,10.000000000000000,30.000000000000000,40.000000000000000
0,26.000000000000000,17.000000000000000,56.000000000000000,10.000000000000000,26.000000000000000,38.000000000000000
0,43.000000000000000,5.000000000000000,50.000000000000000,17.000000000000000,30.000000000000000,35.000000000000000
0,59.000000000000000,8.000000000000000,31.000000000000000,19.000000000000000,35.000000000000000,46.000000000000000
0,2.000000000000000,94.000000000000000,2.000000000000000,15.000000000000000,32.000000000000000,43.000000000000000
0,63.000000000000000,10.000000000000000,25.000000000000000,21.000000000000000,37.000000000000000,50.000000000000000
0,63.000000000000000,14.000000000000000,22.000000000000000,18.000000000000000,37.000000000000000,50.000000000000000
0,36.000000000000000,4.000000000000000,58.000000000000000,22.000000000000000,33.000000000000000,43.000000000000000
0,49.000000000000000,15.000000000000000,34.000000000000000,13.000000000000000,29.000000000000000,41.000000000000000
0,36.000000000000000,0.000000000000000,63.000000000000000,27.000000000000000,39.000000000000000,47.000000000000000
0,52.000000000000000,19.000000000000000,28.000000000000000,23.000000000000000,34.000000000000000,41.000000000000000
0,66.000000000000000,11.000000000000000,21.000000000000000,19.000000000000000,39.000000000000000,49.000000000000000
0,15.000000000000000,65.000000000000000,18.000000000000000,15.000000000000000,34.000000000000000,45.000000000000000
0,35.000000000000000,0.000000000000000,63.000000000000000,21.000000000000000,33.000000000000000,43.000000000000000
0,66.000000000000000,12.000000000000000,21.000000000000000,20.000000000000000,39.000000000000000,49.000000000000000
0,66.000000000000000,12.000000000000000,20.000000000000000,21.000000000000000,35.000000000000000,46.000000000000000
0,35.000000000000000,22.000000000000000,42.000000000000000,11.000000000000000,27.000000000000000,39.000000000000000
0,21.000000000000000,33.000000000000000,44.000000000000000,16.000000000000000,32.000000000000000,41.000000000000000
0,33.000000000000000,2.000000000000000,64.000000000000000,22.000000000000000,37.000000000000000,45.000000000000000
0,66.000000000000000,14.000000000000000,18.000000000000000,18.000000000000000,34.000000000000000,45.000000000000000
0,66.000000000000000,17.000000000000000,16.000000000000000,17.000000000000000,35.000000000000000,46.000000000000000
0,36.000000000000000,18.000000000000000,45.000000000000000,10.000000000000000,28.000000000000000,37.000000000000000
0,6.000000000000000,81.000000000000000,11.000000000000000,17.000000000000000,34.000000000000000,43.000000000000000
0,61.000000000000000,14.000000000000000,24.000000000000000,20.000000000000000,36.000000000000000,44.000000000000000
0,25.000000000000000,23.000000000000000,50.000000000000000,18.000000000000000,33.000000000000000,44.000000000000000
0,32.000000000000000,34.000000000000000,32.000000000000000,15.000000000000000,28.000000000000000,37.000000000000000
0,66.000000000000000,15.000000000000000,17.000000000000000,20.000000000000000,35.000000000000000,47.000000000000000
0,45.000000000000000,18.000000000000000,36.000000000000000,21.000000000000000,38.000000000000000,47.000000000000000
0,66.000000000000000,13.000000000000000,20.000000000000000,19.000000000000000,39.000000000000000,48.000000000000000
0,66.000000000000000,15.000000000000000,17.000000000000000,21.000000000000000,36.000000000000000,48.000000000000000
0,66.000000000000000,13.000000000000000,19.000000000000000,18.000000000000000,36.000000000000000,48.000000000000000
0,66.000000000000000,14.000000000000000,18.000000000000000,18.000000000000000,34.000000000000000,46.000000000000000
0,66.000000000000000,16.000000000000000,17.000000000000000,14.000000000000000,34.000000000000000,45.000000000000000
0,48.000000000000000,19.000000000000000,32.000000000000000,16.000000000000000,34.000000000000000,44.000000000000000
0,66.000000000000000,14.000000000000000,18.000000000000000,20.000000000000000,34.000000000000000,44.000000000000000
0,24.000000000000000,29.000000000000000,45.000000000000000,14.000000000000000,27.000000000000000,37.000000000000000
0,66.000000000000000,16.000000000000000,16.000000000000000,18.000000000000000,34.000000000000000,44.000000000000000
0,66.000000000000000,13.000000000000000,19.000000000000000,19.000000000000000,35.000000000000000,45.000000000000000
0,49.000000000000000,10.000000000000000,39.000000000000000,20.000000000000000,38.000000000000000,50.000000000000000
0,66.000000000000000,14.000000000000000,19.000000000000000,21.000000000000000,34.000000000000000,48.000000000000000
0,66.000000000000000,16.000000000000000,16.000000000000000,22.000000000000000,35.000000000000000,46.000000000000000
0,66.000000000000000,15.000000000000000,17.000000000000000,18.000000000000000,33.000000000000000,46.000000000000000
0,66.000000000000000,13.000000000000000,19.000000000000000,22.000000000000000,35.000000000000000,45.000000000000000
0,21.000000000000000,11.000000000000000,67.000000000000000,14.000000000000000,27.000000000000000,34.000000000000000
0,53.000000000000000,20.000000000000000,25.000000000000000,18.000000000000000,35.000000000000000,44.000000000000000
0,20.000000000000000,58.000000000000000,20.000000000000000,16.000000000000000,27.000000000000000,35.000000000000000
0,41.000000000000000,24.000000000000000,34.000000000000000,19.000000000000000,37.000000000000000,47.000000000000000
0,66.000000000000000,17.000000000000000,15.000000000000000,21.000000000000000,34.000000000000000,45.000000000000000
0,66.000000000000000,17.000000000000000,16.000000000000000,21.000000000000000,34.000000000000000,48.000000000000000
0,25.000000000000000,16.000000000000000,58.000000000000000,10.000000000000000,29.000000000000000,38.000000000000000
1,44.000000000000000,18.000000000000000,36.000000000000000,17.000000000000000,27.000000000000000,33.000000000000000
0,66.000000000000000,14.000000000000000,18.000000000000000,19.000000000000000,34.000000000000000,47.000000000000000
0,66.000000000000000,14.000000000000000,18.000000000000000,18.000000000000000,34.000000000000000,46.000000000000000
0,43.000000000000000,17.000000000000000,38.000000000000000,20.000000000000000,39.000000000000000,50.000000000000000
0,55.000000000000000,20.000000000000000,23.000000000000000,16.000000000000000,32.000000000000000,43.000000000000000
0,39.000000000000000,33.000000000000000,26.000000000000000,13.000000000000000,34.000000000000000,47.000000000000000
0,31.000000000000000,22.000000000000000,46.000000000000000,20.000000000000000,36.000000000000000,44.000000000000000
0,43.000000000000000,28.000000000000000,27.000000000000000,14.000000000000000,29.000000000000000,42.000000000000000
0,66.000000000000000,17.000000000000000,15.000000000000000,17.000000000000000,33.000000000000000,44.000000000000000
0,47.000000000000000,31.000000000000000,20.000000000000000,16.000000000000000,30.000000000000000,41.000000000000000
