class,value_0,value_1,value_2,value_3,value_4,value_5
1,0.349215209484100,1.227097988128662,2.676218748092651,-1.253845214843750,14.778154373168945,2.686043024063110
1,0.362604081630707,1.805052518844604,1.127887725830078,-2.281220912933350,14.202576637268066,1.752742409706116
1,0.351859569549561,1.484613776206970,1.409698486328125,-1.016355395317078,15.311615943908691,-0.883086442947388
1,0.358887523412704,1.389566540718079,-0.785409986972809,-3.248948097229004,18.906774520874023,2.703598499298096
0,0.374059408903122,1.741572618484497,1.906499862670898,-4.571125507354736,13.210453987121582,-0.321505665779114
0,0.332361876964569,0.253717452287674,1.903668403625488,-2.305097818374634,18.181974411010742,-4.828050613403320
0,0.348529994487762,-1.383700013160706,-0.730827867984772,-8.647744178771973,20.436826705932617,0.233945593237877
0,0.380367875099182,0.548824131488800,-3.633482694625854,-4.972278118133545,13.640495300292969,-0.246652364730835
0,0.377334594726562,1.581538915634155,-5.623924255371094,-1.453330636024475,16.529985427856445,-1.868331432342529
0,0.355511039495468,-1.066068053245544,0.382434040307999,-8.357864379882812,18.371496200561523,3.386298656463623
0,0.369351357221603,1.525028705596924,-6.976392269134521,-2.326731443405151,17.475366592407227,-1.573214650154114
0,0.376681178808212,1.497772812843323,1.049062252044678,-6.512096881866455,17.003568649291992,-3.768296957015991
0,0.312292397022247,-1.214284181594849,1.373714923858643,-2.274071216583252,20.725894927978516,-5.738128185272217
0,0.367068618535995,1.493767380714417,-7.483648777008057,-1.634981513023376,19.633539199829102,-2.127281427383423
0,0.351841241121292,0.292780041694641,0.595966279506683,-5.241497516632080,17.829385757446289,-3.445545673370361
0,0.346602946519852,1.187288403511047,1.992145895957947,-3.510703325271606,18.583999633789062,-4.726431846618652
0,0.382327616214752,0.651185095310211,-1.752121448516846,-7.136019706726074,14.838966369628906,-0.879222154617310
0,0.356425374746323,-0.309710919857025,-0.983925998210907,-4.013866901397705,14.506876945495605,1.625152111053467
0,0.337925761938095,-1.995854735374451,-0.111465170979500,-5.258394718170166,14.358275413513184,-0.895056068897247
0,0.372902005910873,1.479405522346497,-6.322677135467529,-3.481687545776367,18.546157836914062,-0.049673631787300
0,0.361214607954025,0.690171420574188,-2.368772745132446,-2.744149208068848,15.308699607849121,-4.301407337188721
0,0.344895839691162,1.292328476905823,0.606900274753571,-2.197694778442383,19.706808090209961,-6.040916442871094
0,0.386620253324509,1.293055772781372,-9.151047706604004,-1.738462924957275,14.073348045349121,1.832271456718445
0,0.355940759181976,0.379580438137054,2.160886526107788,-6.440886974334717,17.519210815429688,0.200810387730598
0,0.356710314750671,1.197854161262512,-0.658380806446075,-1.651839971542358,16.584156036376953,-0.852181196212769
0,0.358663618564606,0.834165036678314,2.531610012054443,-8.904211044311523,21.155130386352539,1.218796968460083
0,0.364549964666367,-0.016351316124201,0.779058396816254,-7.881689071655273,16.907907485961914,0.742965877056122
0,0.370574593544006,1.324659228324890,-6.412199020385742,-2.290426731109619,18.178773880004883,-3.242323875427246
0,0.360765337944031,0.617070913314819,0.964760780334473,-5.104654788970947,15.965126037597656,-1.306424736976624
0,0.371320456266403,1.536712765693665,-3.153042316436768,-3.153103590011597,16.241662979125977,-2.897948026657104
0,0.376691102981567,1.273306965827942,-9.327532768249512,-1.680285215377808,15.646113395690918,-0.147187754511833
0,0.388568371534348,0.736098706722260,-4.095761299133301,-6.367339134216309,14.088287353515625,-1.223469376564026
0,0.356631755828857,1.927131772041321,3.612550497055054,-3.701963424682617,17.268266677856445,0.073901169002056
0,0.365829348564148,0.291712939739227,-2.307138919830322,-4.539605140686035,15.257358551025391,-1.942784905433655
0,0.391673058271408,1.183081865310669,-5.872241020202637,-5.396172523498535,15.585177421569824,-4.254694461822510
0,0.394267410039902,2.029630422592163,-0.651453197002411,-6.725049018859863,13.385947227478027,3.149162769317627
0,0.369603753089905,0.990369141101837,-3.895485877990723,-3.575254678726196,17.099174499511719,-7.377839088439941
0,0.365389078855515,1.551330327987671,-8.558481216430664,-1.164796352386475,19.355257034301758,-2.294955492019653
0,0.289416968822479,-0.343887358903885,2.896538496017456,1.767238855361938,23.406473159790039,-0.108526639640331
0,0.347415506839752,-1.281149864196777,-0.404580861330032,-6.422996997833252,16.905504226684570,3.485852479934692
0,0.369419366121292,1.651343941688538,-1.356182813644409,-3.955807924270630,17.797819137573242,-6.031190395355225
0,0.349054068326950,-0.057173039764166,2.077400207519531,-5.057656764984131,16.348665237426758,0.351193100214005
